Year,Region,Temperature (°C),Rainfall (mm),Humidity (%),Soil pH,N (kg/ha),P (kg/ha),K (kg/ha),Yield (kg/ha)
2002,Tumkur,33.317890246033286,1056.9437189976659,88.26350213918178,6.747327295570651,196.69842922224882,76.63082334257409,227.2556681458729,334.75191374797214
2002,Mysore,21.53396421495674,945.3788667783183,89.74859233038316,5.740531243977599,153.30805530787978,48.65597792433874,191.42287763413069,306.51816349336883
2017,Mysore,31.161900285715554,1438.2543582566213,86.64002170383372,5.6423965889710646,199.37301949429363,50.50216058791976,173.95761424056116,452.07844764799523
2004,Hasan,32.086892989373524,922.3875025209013,53.39506979264576,7.1567962389969635,144.50082502166813,82.4191797041585,234.34904805269522,290.75548519558566
2011,Mysore,24.070822823551474,1384.0959920910414,63.32732621984107,6.405368544344138,153.32833393595482,50.15520332875382,246.85838436107525,400.0051639794217
2011,Mysore,27.074128561116385,905.150426826848,87.8055054041007,7.211374735841707,126.60828319712456,48.12013465713739,200.8354104607085,259.47595319638435
2018,Mysore,30.664819121955244,1261.1070339591843,82.1813317937775,7.147105454353131,189.89474455153695,98.67051318738568,208.00760722466543,391.42048933524995
2005,Mysore,26.585622332317218,905.3785692851752,86.44734357229719,7.286741044281172,144.37121170725771,40.884116844611675,174.3053491492323,253.11684178635423
2001,Mysore,21.691953782998652,1446.1600734676006,72.90212774564395,5.596549127121294,181.4614053627384,59.52449016126177,208.92502640618966,452.5445752807914
2011,Hasan,30.588236670225825,1195.5057978569819,69.21590352750121,5.872260132216769,107.97342750950827,42.09619968343853,190.0597635036413,363.4741772582729
2018,Hasan,33.67458034602955,1030.4916873980612,54.25985268017804,6.092286328802841,178.82466284948126,90.28289161567514,234.55784994508667,310.2249588727435
2004,Mysore,29.78727092609236,898.2259424745164,83.57886169292397,5.77246077567572,149.0243142251475,75.01214285605425,187.71130198234425,266.60715381193097
2011,Hasan,31.60701122853551,1059.8345653021956,79.80566193681915,6.470939641571428,100.5407879733106,42.87711117362936,214.87791484667656,324.1649314522406
2016,Tumkur,25.37543803486743,1293.514024408168,52.35506412061649,7.097953780078117,122.6262938998795,76.92172924163202,170.34660134396353,365.752097342293
2016,Mysore,22.747973676899523,1069.465618749983,58.37658358381141,7.4023636216994095,119.37302114431169,47.38578355799721,159.06728358613034,297.87571266143146
2009,Tumkur,29.64160492427439,972.2658952668108,72.29110253260042,7.279148268952932,175.17645813094398,69.74395646332334,154.03552199256515,294.3723566653201
2024,Hasan,24.916568087618284,1204.186613805672,77.37609608258555,6.414673360031617,147.72021897932186,80.16477487255074,191.56454373305738,366.1688271608287
2022,Hasan,32.90110278484689,1092.4752969859837,55.50681057044026,6.772982202741904,115.97183966870975,48.91042197004186,166.35287213914035,316.4583310417284
2016,Tumkur,21.839420749670097,916.0643652212046,59.792992738492956,5.961392246897306,125.68029770452526,69.82302446475815,249.34801902664933,267.4006460286431
2014,Hasan,26.501955495996857,907.7915931942198,57.72440846836056,6.3060179998638395,150.4076805305885,67.4446557446227,229.83833884262813,293.84035551903304
2011,Mysore,25.950914007025787,1295.2233931552983,58.79988610682169,7.242365190840006,101.96381973196739,94.94502861539674,219.33731517092087,390.55665491773914
2015,Tumkur,34.070807803308945,1482.2703268613795,86.82852494275068,5.558395044038962,142.41255880993737,99.74208367451831,230.33184673781398,464.3040839695505
2023,Mysore,22.29702200906606,963.1658496034395,78.63278292155016,6.565518545286949,167.806140365374,79.26846679790415,176.2747258605053,283.4735887477524
2018,Tumkur,20.147702375180163,1341.204020582043,79.48427921613214,7.245596595798043,151.77545852858788,91.2915493372256,237.92639828852407,398.35643928760516
2007,Hasan,23.571278192106764,861.3246917153257,81.7598124347713,5.744019747701521,159.80995410754988,78.812917446216,249.56363950034756,268.12176120221403
2020,Tumkur,32.304152896529814,1067.1031433365272,64.2629217057624,7.4650924039022435,132.661811701165,92.5771753258592,178.9854469071489,311.9402971375626
2016,Tumkur,23.139827240705255,1154.68170696578,80.68738457596562,5.524782927962338,118.30757240197558,65.99632311389786,248.46486872335538,373.30294651137274
2022,Mysore,23.61317095558224,988.1228617028378,89.13653577291748,7.272240022926328,180.9741290355181,76.47939147001816,182.0396546340915,307.4138443832327
2004,Hasan,21.94848206805216,1170.7048915599753,77.93576983763768,6.207345148789933,190.56348714363605,90.71017138920682,151.17231176966928,369.02672117286426
2021,Mysore,30.731543049148108,1417.830099364698,66.67012449170156,5.765381163355525,151.07405703748935,95.08514321325505,186.72140577273092,426.7080024349086
2015,Hasan,21.03761285758126,1461.1065736484954,78.65439142843898,5.81471635050907,130.5041212581391,41.480963999031,249.75150009169693,438.2507412880591
2005,Mysore,24.968124534927824,870.3898680611346,86.03178801051477,6.902357436708542,151.12048295179855,46.237161537252675,213.5151254737469,272.4951206469578
2007,Tumkur,24.23748089931447,990.2921537889416,55.150461747038946,7.241439353311888,187.89855206373954,95.87032368028761,219.54725349160748,302.66184813643355
2024,Mysore,28.32739594685232,1485.3937422624076,60.61178702338886,6.782132707613576,169.14063473751173,74.11052618407189,173.834715208705,441.44552149771573
2017,Hasan,30.956243975296033,989.2928872815705,86.77184861315621,7.357449942721506,185.86160862901176,99.41152563603177,164.59200952961157,308.14757021453704
2024,Hasan,27.993146520451212,1284.8951458004087,87.84931601778109,7.1849575901137985,132.83794230780504,87.55798256301323,238.55104375765615,396.1279493697838
2011,Tumkur,33.965389894626014,977.4175857092553,69.3655650847178,5.518063613881301,171.19791283374957,89.08841102458865,191.33922046781322,298.736479955772
2014,Hasan,34.27163958330998,1049.4559153247267,64.9820385361319,6.83885932886027,165.30489715116164,63.16735045906043,150.41075849160237,291.88875661925124
2008,Mysore,25.421979927477732,933.8952915278282,61.31127222412117,6.109269377428586,157.16164606504174,55.45248327009994,179.42459540810142,283.12309405079117
2012,Tumkur,31.66520564412339,1399.4101355880016,69.95006164363873,6.40900002344082,152.82248652305088,75.8955504389128,169.5732108314234,403.7906703975703
2014,Hasan,31.082020749022846,1417.8541346736529,87.38124606364207,5.688061496268453,155.0977883139597,92.74192591809995,210.37722575082836,458.27041711703043
2009,Hasan,33.394468875572414,1007.8387555408021,55.99238509697822,6.064198323743301,184.9671089726699,83.54191052249884,225.61231699473626,324.1226344642678
2015,Mysore,26.71915460311555,1376.512876919441,66.7932255418888,6.765371934865015,191.59945010041451,68.33050841043669,199.74984994837777,414.3072051683441
2006,Mysore,27.957097807966882,1050.7691550258887,86.46431427829955,5.936764260512648,111.28604643852383,85.1920285624623,168.58990262358586,311.31702752275953
2016,Tumkur,26.23661470372361,869.3135960266109,63.96477080577007,6.795073336542386,156.87715775903342,81.42385739245569,155.79644635828032,248.79691647775687
2022,Hasan,32.75565378949558,1330.6534781044516,80.72325628174148,7.346064341593345,191.84084224732345,94.78308549429576,181.35340045778372,374.78259196168875
2020,Mysore,23.445534730432016,1217.5123742291912,65.57039144964408,5.5098806100099145,113.47399851590941,55.81343338789021,230.5963366494783,388.9233321874169
2021,Tumkur,23.59563617363667,992.0677105695253,82.19706713292166,7.0715414394597165,141.28593732969063,47.158687555420585,191.95135351359636,295.1212215660377
2006,Hasan,25.5890765536562,977.099818358293,89.24009399828834,6.782637760326376,108.9080171350904,68.20306977833583,175.22511024935602,289.3771375556679
2013,Hasan,23.45514248153527,1482.936359337625,65.51288042301113,5.593265525467585,111.34764020097374,61.66484865172907,152.0724777442939,464.6377637968852
2014,Tumkur,28.415102546223814,1403.750728625164,83.80394618296802,7.080334274490441,190.41108125595332,98.4916688240187,199.606205224394,420.65961862540763
2020,Tumkur,22.017351597432533,1366.8588305616354,89.53667299361203,5.949042070274262,144.61795848304934,40.45025125997522,218.48221081875158,417.82055266317093
2006,Mysore,24.80279329106083,889.6123960491659,89.35320572045018,6.031641081445249,168.87396540045984,96.00298371878776,169.0329463374902,273.2772152257027
2008,Hasan,33.701670477133845,1328.6310919737823,67.35084326133233,5.687031364938747,113.89144232435333,97.30475334999784,203.71888395659866,434.3391728506783
2018,Hasan,26.13838220287694,950.1781548423005,69.430444821966,6.568759630686519,102.19474823927558,43.05750260610736,192.07387266863006,277.16238216763406
2015,Hasan,31.22350574740264,1484.1722602457685,62.13606246572008,6.496447480536453,189.0483957348864,93.37419106874002,220.3947676622763,460.459000250155
2007,Tumkur,21.70193287559861,836.4624315735804,62.5607505488946,6.194349012672578,157.4545639549022,68.24673037788656,236.06049027107542,274.7426974278019
2017,Mysore,23.71346762212677,1046.4969384921706,69.69882490528941,5.837507615533546,101.99877555710069,85.96904418723199,180.70488843568324,329.08075734202237
2022,Hasan,32.11018431800553,1100.0534885451007,58.02074360257235,7.175907108998132,199.2339480927987,44.755331868096846,240.47710772447934,318.11033428866386
2017,Tumkur,31.44489404434541,1376.942038093578,78.44493184619711,7.252756860135343,149.2192383013758,97.31233564708484,220.6951798272246,415.5394979113933
2019,Hasan,25.792338778907318,1336.3559726028323,71.45234139017009,6.581159221427344,147.58765081652757,76.45290850324386,153.71661128442852,399.35558362098203
2006,Mysore,34.315953530502114,1062.4945014626128,85.9227142869313,5.988450667198756,162.09141843226212,93.92165819917263,229.1242897557632,343.3247318160903
2002,Hasan,33.659645237518184,1195.8922054206287,82.42329735242164,5.692220131397368,100.79045341954621,80.37778565259683,199.4627063523832,376.37384891984806
2017,Mysore,34.4345112366836,1384.9166145254112,62.89884451384538,7.237088334983126,156.913837370644,72.20861764338449,244.54608918121275,411.20718510944096
2009,Mysore,26.41872035281678,812.7397145057369,70.23218492070669,5.692105439179109,162.94839039896567,50.349741059585966,182.36314972408962,269.0031474886583
2006,Hasan,22.962103755285245,1361.5246696671306,80.02059710555096,5.526360075498903,129.69535681030726,50.67724781252803,209.12136591363728,424.08599938505364
2016,Hasan,29.399879586370115,1462.8272177394294,57.728005099135665,6.438795154677278,172.68524097682985,68.35421751718175,245.6146183131092,455.8750127157235
2013,Mysore,30.271597374187976,822.4451650389199,51.26390919270334,6.962542043958669,137.74318162179677,92.22653293848263,177.11597330276015,256.9330165201344
2023,Tumkur,21.8816267667578,831.9066909547278,84.09218105233136,6.415074008954081,171.777313445814,46.913120672911376,197.1953544399711,257.5354778407186
2002,Mysore,31.79724551443859,1041.159803896214,55.50201029971793,5.602821213973073,114.38251784525143,99.90310897754463,225.2495484531686,325.1824393480897
2011,Hasan,20.270903296399407,861.4386946373721,85.57645723814827,6.880058226843646,191.3697816041018,92.55473539008997,219.1098685113584,263.55548973765247
2012,Hasan,27.24092581215175,1135.4932562057218,86.54432095524578,6.784665241115702,187.94573736562603,63.55352623987921,233.87032665875165,350.01729934371673
2001,Tumkur,24.965243892423423,1310.0974795628451,68.4280175254863,6.86305946224911,115.06264760877706,55.18709984546591,201.97966794284832,386.17488192348185
2002,Mysore,31.10454589848626,1196.8294645222725,82.27126849410313,5.922404982698099,193.84539370855208,95.31976570993925,181.89211918824765,359.81910013596683
2004,Mysore,24.69141091132724,937.5023363509182,64.52764985416553,7.091396818290399,155.77802727672739,47.392697154198146,203.50846098798044,270.0456860247453
2010,Mysore,32.40210669171549,1258.3679100212503,84.33058194046987,6.458336423496267,170.16496783649683,60.83739612514987,184.99600316400674,376.6610941409997
2007,Hasan,28.92430233171216,1279.398135425241,82.98727536666868,6.57270562118088,184.02937923765285,45.034740909639616,167.6430536939116,368.5349732325065
2022,Mysore,31.90840042643108,1452.7121689795104,53.140735588048095,6.591660019308498,108.35699470800037,97.20773678387262,205.49697026243513,439.1545443656171
2022,Tumkur,34.840109567594354,902.7578281639344,73.30406963009469,6.073612874142402,116.92843574661666,77.05737692052324,154.83805537865962,281.4893568135964
2011,Hasan,30.187375186153353,1284.6353154368064,75.59995614386992,6.000268208674084,129.03909214859618,60.17077868040633,153.65753029937162,381.27520072106097
2006,Hasan,34.77425474542466,1437.9990531972032,50.034291627528646,5.509532260963073,147.72044813870136,56.52898992222365,156.45735394406285,436.96760468574666
2014,Mysore,20.43254490382558,1151.094907324444,89.19673274917182,6.293220684110801,134.60545062987404,66.64565761258149,217.26111728439315,357.95992798599787
2023,Tumkur,25.072099827257126,1053.2597759041396,66.26270299602844,6.470205967878131,150.5846376942053,45.482708620436256,190.6986850541143,312.7260133799235
2016,Hasan,21.617798968434638,919.5246459548108,70.69372823436852,6.985607491310597,118.59170273437363,93.36093581392493,199.41151823537587,270.7215623645854
2003,Hasan,23.934573970766593,1406.7508205428303,57.79216319172084,5.6332539218886,168.21541399331647,70.65642261704362,184.33988627591623,429.09243840691585
2021,Mysore,32.58331848688662,1075.972462388416,74.43674310069045,7.347978824797423,105.57348811837312,83.50588748099825,175.36362245511447,322.95210366268174
2024,Mysore,20.484848979891353,1447.4177102873846,82.42479465117435,6.0279169364940834,136.14495062079615,54.02475050166593,185.83051624075856,438.1057451676802
2012,Tumkur,27.802744035985906,1393.4308086915435,73.43569382878913,6.233441380256496,117.90332446711226,70.22495565260127,169.33781695366093,416.77652717707514
2017,Mysore,28.506930612985595,1063.647896258037,81.52140183208388,5.596724931190524,172.99332718706802,52.66516817961735,217.87579081589564,333.2904300423073
2000,Tumkur,28.41726720007934,1201.7400162623837,79.24431842872667,6.806272821636247,188.36533388299114,88.96567687723582,160.1735494529462,357.892014141638
2015,Hasan,27.129456107348837,819.0218254057451,59.50631246108552,6.917845594779734,107.87862092034749,86.51650059046236,201.69007154104293,247.5735305421698
2012,Tumkur,31.85904447154633,984.2549820069943,67.43251364436617,7.357582434579531,178.50378558664,48.89213945178397,197.68269940960565,299.2856463059377
2009,Tumkur,22.003146342583268,1297.1909939984748,55.94507537745634,6.173658006630458,189.57222937221022,44.470414044163974,180.19236177450637,390.97394744405693
2011,Tumkur,24.65865523326181,1274.5376620923867,51.67743500300408,6.014737459756467,197.39702166140552,89.45180419328318,160.2289389448759,398.96560627459263
2001,Hasan,29.23589080167759,1047.3586216792257,52.522758210565236,6.952173007141742,157.9386250945089,46.57887428435583,220.33577104728602,312.4016357595142
2022,Mysore,30.364270494019337,1366.0256223366196,87.69999719491562,6.913601776885856,132.73918860074068,72.90903884112012,206.9540361599872,417.8996921139575
2002,Hasan,26.062226476655844,965.0852363299098,89.38149836537514,7.374248115706774,132.19735998673303,72.06923787588443,230.94763511907396,284.5159119760078
2009,Mysore,33.13056894990849,1122.88937320659,53.7991003219936,5.910637248466568,137.89700792944527,52.17664408792936,173.55237056141706,353.4387662002388
2001,Tumkur,26.232400950438716,1130.7714447176306,63.40773740688195,6.91058524538907,161.26674073276268,75.48138795308697,229.1564115525919,344.13472334583355
2022,Tumkur,26.041642015224998,1038.571738209012,54.57682720624091,5.633737154378709,149.0230012139125,70.16531244787619,179.19457240023004,322.87480978093305
2012,Tumkur,20.543108922310775,1468.266270787617,83.36915293475877,6.460736213514437,165.36350264068352,70.55135334238834,161.2590731028667,443.20283761714154
2012,Tumkur,28.267120042921007,1287.678823460571,69.85188366561127,5.738781554531417,103.93138735295761,61.58199858548015,163.4916288613633,390.76302443575673
2017,Tumkur,30.630212577678577,1177.439534729111,74.85047023702197,6.806291976188944,110.58815503811137,90.30571341551004,172.1058480374279,355.3643510734173
2002,Mysore,21.71657245275272,1157.360565372054,71.59643462940025,6.702933523383372,197.6539499426761,45.06223377209496,218.24288961140917,330.91632251598486
2006,Mysore,24.58149149131806,911.5072647297676,78.41014335362864,5.597665867259457,199.53855021862387,66.31738287092016,174.39617350715528,293.7123275146163
2013,Tumkur,31.718854306742784,1060.5308279476687,62.76528973268242,6.139235645169512,174.66588171393897,55.58898148987118,210.38709546217132,322.12677126531815
2019,Hasan,25.48879153120363,1270.9413203103752,55.49973418120129,6.290067264553505,125.63971501810298,90.90599511773088,175.6522779724185,379.1313639610218
2016,Hasan,23.6240369306006,1447.1991537807135,50.70480010918856,5.996120539025929,195.33817344005502,53.50482904315321,186.52234653242556,433.1292614385756
2020,Tumkur,30.083009953476683,1371.524841574287,67.82771554503753,5.57734008803762,121.37027937917036,86.021489413948,238.97212595373503,437.23582581004507
2011,Mysore,22.951381665074834,1010.2728627719798,86.31337715165749,6.137643792212118,173.14313224276057,76.69091934353216,200.03620393750535,307.5085239724084
2024,Hasan,33.43479379374765,1103.7696379829533,62.21066152049067,7.085249802901657,111.52583116920388,92.48741532280177,210.02518206615682,327.8961107856521
2015,Hasan,21.583975940392115,858.0422644989562,57.838272845424925,6.220218177183285,164.8904498559834,75.62763657526462,168.92768294106017,252.02193915801033
2023,Hasan,30.598247034242405,871.5206261249066,87.04170984988428,6.146739510468707,175.95150033561362,73.38906198421084,163.1506069815946,266.5263081394567
2011,Tumkur,27.49323051929563,1129.1612708991006,54.217945550051766,7.383506275823169,185.96401445880826,88.06779637489078,191.3180258048048,328.7340281567944
2014,Hasan,33.048943435954904,1171.1535847719701,52.0720413366324,5.583261437429003,173.43061396880105,73.74918798989381,235.53854991329243,358.29745699099016
2024,Hasan,21.89292636539355,984.8189669878398,85.17652699821753,7.0345763912839665,192.34853553554518,90.6725235388023,174.09236609475403,293.1606512227186
2009,Hasan,30.16842377744132,1249.9478824301589,78.03637527818756,6.4661871966287,152.0923257900725,42.95908178854705,212.16924551932246,383.6628338403832
2024,Hasan,28.580819587720722,1292.3664799060964,66.88274552549652,7.388925015021082,167.74286068933276,69.70899121963144,237.209621762628,379.8399192821198
2006,Mysore,27.201352133600697,1009.3812921283704,80.09375892035365,6.286941488326784,136.9550085088352,88.76149080266457,243.4410423906408,317.7370743779185
2019,Tumkur,27.371108951490026,1330.8973079952793,79.65759808177077,6.916084674011044,101.03894492893126,90.90190881493209,249.3790267243688,409.1557640959951
2004,Tumkur,30.82965442697796,943.9234433273933,51.60242253042332,5.6398707287810295,175.66929554673402,90.04332264456204,226.2957160012626,300.33496443533653
2000,Mysore,34.06612482402233,1180.9759640929017,77.0498724824736,7.357544851167762,186.98606478712057,76.26287917669381,157.50101177804376,343.33032161140807
2016,Mysore,21.368774886785722,1362.9967654935213,75.6348950981085,6.189085333597185,117.3924477009727,99.6382805284061,237.14619933027933,400.6456177167745
2002,Tumkur,20.292539714157805,1175.9063599777887,88.55116545665214,6.548009151568573,102.86407516652912,50.88317846834087,238.56368752035849,362.4734621766776
2012,Hasan,32.08557188721805,1435.5739029647355,88.66490440639055,5.7769632175259344,116.45018455014636,50.46745476325208,205.72828392017257,459.3745833359278
2013,Hasan,21.62254081326139,840.9508630122451,65.11197304808175,7.391115742440482,189.5289293239289,41.969360471470495,156.74316608857558,255.1311821505371
2023,Tumkur,34.80045194120636,1211.8196918440303,73.59367647552872,6.845940807859787,129.55103893713297,99.36023057533735,197.66653112658287,372.8764847314445
2017,Hasan,29.290223734382558,1193.228816781073,55.65429499553515,5.607894953672225,123.37041148536717,60.88123045334025,171.07000358781175,366.2991014792829
2003,Mysore,29.76299592881211,1262.2473299798794,52.65826103828536,5.810413558358567,101.45898248432164,85.7232507723262,194.21070675288996,381.93917722778275
2017,Hasan,22.98337554407026,1383.3847870762154,67.31119489035609,6.299667995285299,129.70551472100664,43.58261876652877,222.41264776505517,414.18554695329567
2004,Hasan,23.604684654450118,1308.0971590368765,77.59528043340042,5.933542024768544,171.56390770222362,57.92128637979739,216.75506465571388,397.7608553362511
2024,Hasan,29.89025454648875,1353.197914760989,72.71044489190908,6.109251139032661,195.90892883762197,77.4308404836941,227.99918396033632,416.0251823027859
2015,Tumkur,33.645902569012954,1002.1717080023351,67.18627688744007,7.494982321752353,131.27412324376334,71.48680576595589,197.65227406345088,277.28136041382754
2000,Mysore,34.7358583177635,1071.2481649982751,82.72450187098363,6.817297394299605,124.06853202106933,52.464894381753155,201.07920833222306,331.87480717095184
2020,Hasan,22.970464199466406,1238.7438818323612,81.77709888734988,7.344435204628904,188.80690204626342,67.69557476753067,243.56892379103346,381.53398106218424
2013,Tumkur,22.01179434064685,1187.4230303474546,79.27768220311046,6.371596749708658,185.25048508322286,46.52691951231076,213.1183683764844,360.0711943953568
2014,Hasan,20.846020366411857,1472.7727124793755,53.08128992615045,6.920564568981136,132.81604201436863,72.56220833497024,224.75406306310936,449.2432611055563
2008,Mysore,33.024455272419914,930.7841499540936,81.85878511582574,6.419380584322577,106.8805153757054,45.81648658330421,216.45172365318695,307.18103317013447
2014,Hasan,24.42072270284703,1045.8948607157993,86.776852639788,6.156449085710048,199.19894404667428,78.15612745357076,214.04854135698085,316.0216819379531
2016,Mysore,20.027180508038775,1200.9286632993983,52.377683531636656,6.538346293002112,168.0704287461785,49.32145468481271,241.35421494348168,366.9288239270713
2024,Hasan,23.357271290846434,1407.5746389553065,66.0668555523414,6.354622083574974,192.65804970841344,72.82515353607752,185.64857943791912,428.517777878959
2023,Mysore,25.106616201491278,1450.5439672836942,89.53421958866352,7.461081297361387,134.18744743194614,47.74724078939316,192.76903317221087,444.5847479490269
2003,Hasan,34.86479254245028,1035.2254315793189,73.96955433873134,6.492332810432802,164.76854190829943,64.04262602029203,187.975040308787,314.3515188585492
2011,Mysore,27.853123907856226,846.9759230684461,70.54309608509851,7.122226265797591,167.44972302066128,61.10989268718754,226.51969057254868,267.0342462387949
2004,Hasan,23.07070921392652,1095.1337885455296,57.09784589874974,6.833638936591697,187.2905467538919,85.38464198998116,236.8419615354482,340.99842405813763
2004,Hasan,25.022275170701768,1076.040900263455,72.6194513333668,6.459254474434845,199.3058037116004,78.4696986768557,185.7502400164458,343.1358571522004
2010,Tumkur,24.954615313353177,1490.5409475507827,67.56173041877813,6.448300144932672,110.86661785239866,96.22532922417943,164.2347068962324,438.55730851271693
2005,Tumkur,20.29588619694763,1101.7428710035526,55.09772222280492,6.183780234124075,163.11168454304314,95.31463911711185,199.41066199593467,331.779889361904
2006,Mysore,22.02774581257145,1014.0060995122606,68.57330610472137,5.713963615264112,133.64399483625863,83.49976171368178,248.43285466744163,323.62297496108914
2023,Hasan,30.427946895548168,1055.7641621744538,56.575972207010416,7.022938657874634,181.1658427060122,86.23514443538751,170.36817650173745,328.1207773873923
2013,Mysore,21.80376479856102,1077.8483964366696,79.22654486904227,7.336189586401078,175.41479847464421,77.49474499462508,195.20009380537655,323.76915727870664
2023,Tumkur,23.46101414909178,1375.0782675376313,88.94593464574493,5.935909709320235,189.25185242239138,81.49979384468317,177.13868032945012,408.48676185186594
2010,Mysore,25.26105947606463,856.7104249818849,68.78308193702784,7.351346987858395,134.3702877280483,77.03334211800572,242.26788836351784,267.1150642395957
2012,Mysore,31.366024167534405,1021.5549342125187,75.29473327658451,5.964608436116556,118.4530344157765,58.70590187808347,205.09173075665345,328.74552956096045
2001,Tumkur,28.736014473019097,1476.4229443349698,67.2390209906737,6.56015820396755,102.18016771511641,61.041374952282254,207.87444590663742,436.7589621614926
2024,Hasan,30.334999774828525,907.17175335916,55.53815414628021,6.187243992254276,125.55066837182112,74.48402967817734,150.82612466301003,280.14834098689215
2006,Mysore,28.505184881302583,1319.820925072813,88.82221145901994,5.729017571824516,136.7171539755231,83.21061564368898,215.27797554521928,419.1146764984748
2019,Tumkur,30.253886378328033,1049.4754508388032,55.18314656336319,5.605676749911095,194.60669859479918,64.36714275794657,180.63524214080493,319.996650192097
2003,Hasan,20.042632304959586,1207.2498683361678,54.465072340541624,6.230693064288455,149.13726338472526,48.56006804960528,201.34163438191973,369.569477456017
2007,Tumkur,33.963472165571446,869.6836269562175,68.36691766685202,5.5946877290988795,155.64395041087894,67.5650301011564,203.10673828665978,277.8141792685245
2019,Mysore,21.663803463122097,1014.4881671477626,76.35549063067728,5.708412875075703,188.01287620481148,97.79126923210335,209.22245267713527,309.28701581476867
2021,Hasan,26.093736439653572,1150.6054591626216,64.19693083891565,5.784595157595969,188.50695137641407,52.845212075042454,232.35393905554423,369.57685893358786
2020,Hasan,31.565575553672822,962.1904607231008,57.70068088787612,5.503831412357998,152.7915826563202,78.94414521764764,179.89346385793328,323.25268183025076
2018,Tumkur,26.528460770141358,1179.3089601372064,82.75853472109905,5.806504431687307,111.37034987333317,98.95250788981983,175.61613842038093,341.1049575712216
2012,Tumkur,34.20263827501274,953.8315198439014,64.52413282438205,6.654557360756749,127.05161646812296,62.57426316763778,229.5808847842621,294.5888759932261
2013,Tumkur,27.013834227481503,1255.0703868553878,57.77283893535629,7.1390462441918725,145.68882000061222,93.27301653049615,221.8718570661095,378.9390300339282
2009,Hasan,33.124091084040074,1433.04803817522,64.60339510027481,5.88685991881614,175.11694951778867,91.84052303056129,172.5614937842284,432.93886809762625
2010,Hasan,32.16242170043407,859.8420461461,58.58216830571164,5.661745207695001,171.16817483291123,60.342697541512216,150.0836356375565,277.5557309846899
2001,Mysore,34.71479454198025,951.6312250432604,70.77790951249362,6.959028396871744,164.27082352997652,45.91103950694644,216.5936317756682,279.1713251755306
2024,Hasan,33.89821671126463,1391.0961190822309,76.73157544550797,5.5163254229144325,188.02455598023442,50.7123492740071,165.71780269057373,435.75091975986805
2008,Mysore,33.47185752069318,1242.0874398093702,81.98229508796743,6.968324204072762,180.26464083071255,61.944950686087324,245.6996281809395,377.3808829253795
2016,Tumkur,30.974065107792025,855.0962419997957,59.102481212794636,5.762234471733763,198.21142408076304,97.54805853671638,210.44072833953956,266.57598375698535
2002,Tumkur,25.50497220902331,1140.4450805766467,56.67816022817782,5.956570124238807,188.91585209331555,56.46700870288582,234.96518215238376,358.40319520591385
2023,Hasan,21.591881278473537,946.8309605079345,50.78413683580881,5.740139821776059,119.56564278434286,95.61188475562994,230.56215182520913,285.0575580724155
2005,Tumkur,30.32967578396585,939.3674758490488,59.1235107338897,5.994676314102789,105.76165655203957,50.881881137026866,205.7797724676996,297.9001576609956
2004,Tumkur,34.679811220069475,1458.4517403523666,50.95621409991185,7.09635187692359,141.45109440443233,98.18874554147209,193.83507136175797,437.66916660928433
2004,Hasan,30.899066559978035,1333.0790836532763,63.81896814756237,5.765088210250152,161.7504450901279,57.616272123879824,199.6798408095859,420.993311091791
2021,Mysore,33.930940539160034,1287.3614154669006,55.827723553201466,7.488331264587067,164.31034996950393,77.98553580647234,230.29887404568785,394.69867227651116
2014,Hasan,32.06457069433275,967.2501719545011,73.19582392911137,6.154195552195584,126.75127615183587,44.18147346823198,214.04507055450017,309.6915906302149
2022,Mysore,22.446720126750183,883.0014031286653,65.34907037965093,7.3439362510166575,185.98809644486704,57.97985027123889,170.57171810082548,254.30139695258924
2016,Hasan,23.73805655886931,1409.5828348997452,53.74341364283038,5.8800661596710935,132.9246463645427,52.64262438270303,210.93551196655883,425.12452598698985
2008,Hasan,25.127984026435257,804.1156985397156,65.99465852146376,5.8757950398888035,191.91146063831434,40.205000121033535,190.4666578936116,241.61971667175192
2002,Tumkur,22.52390666507006,1071.6674965907137,58.373924638714065,6.630671366086148,147.16014013032213,49.406187263039456,156.1297507284246,314.7962641460961
2019,Hasan,28.7247699900951,994.3287520729335,77.20709405360422,5.601200169809356,101.0390666041836,75.58621899023146,188.1269193769577,300.57241080541235
2016,Hasan,34.63175786202427,1199.2633402441766,64.57744979082959,7.102005795271186,116.20413111947462,63.39521039227954,172.76015312287257,365.58431114770985
2009,Mysore,31.421882501542377,975.3559051200843,55.881200368605846,6.3792305013361075,110.23192566549976,83.3542588822861,233.8584533784168,289.28155571306047
2002,Tumkur,26.35080123601193,1017.8437515298156,63.98406929617146,6.898392946705709,104.40257958003076,80.26447601842042,160.49994619226425,292.5021988044357
2017,Mysore,20.06756721470433,1395.0278984952356,58.97513335720742,5.849264406992039,171.4017310810676,87.95797054047512,186.06234493034256,431.836319391531
2017,Mysore,24.69914016707268,1222.232176383163,81.83116006553544,6.784714701572381,119.23158730604023,92.02150138195775,219.54919813077453,375.66480313370613
2016,Tumkur,27.901389315383227,901.9777691305578,89.33470241459781,6.688141308703387,183.8619794406486,89.1895301874197,239.73919177403025,275.3587970632592
2023,Tumkur,24.86376310777956,1308.5300804470821,51.019655561190696,7.0113225038358875,126.446882881443,66.88365038310309,183.53167100583164,376.76359829679865
